1,0.006324337998716357,7.186809772415685e-19
1.01,0.006401887475299047,9.755901362407616e-19
1.02,0.006476338892027452,1.322683036222482e-18
1.03,0.006547562643516416,1.791023558567089e-18
1.04,0.006615433742136649,2.422166231738114e-18
1.05,0.006679832182824575,3.271626549061571e-18
1.06,0.006740643296143366,4.413474628521041e-18
1.07,0.006797758088143531,5.946407625818474e-18
1.08,0.006851073565614759,8.001766076305287e-18
1.09,0.006900493045371671,1.075410214699611e-17
1.1,0.006945926446274309,1.443509330437853e-17
1.11,0.006987290562749362,1.935183557732985e-17
1.12,0.007024509318650025,2.591086235822971e-17
1.13,0.007057514000370623,3.46496379516048e-17
1.14,0.007086243468216332,4.627779594567336e-17
1.15,0.007110644345117947,6.173106426205166e-17
1.16,0.007130671181876502,8.22416838933567e-17
1.17,0.007146286598221635,1.094302409020761e-16
1.18,0.007157461399071001,1.454252598830476e-16
1.19,0.007164174665484566,1.930187388838624e-16
1.2,0.007166413819917188,2.55868151052977e-16
1.21,0.007164174665484566,3.387584365587216e-16
1.22,0.007157461399071001,4.479413357500499e-16
1.23,0.007146286598221635,5.915742931825087e-16
1.24,0.007130671181876502,7.802873715174647e-16
1.25,0.007110644345117947,1.027914505657869e-15
1.26,0.007086243468216331,1.352435441486451e-15
1.27,0.007057514000370623,1.777187392219064e-15
1.28,0.007024509318650024,2.332421499010528e-15
1.29,0.006987290562749362,3.057299462989686e-15
1.3,0.006945926446274308,4.002451297809515e-15
1.31,0.006900493045371669,5.233247372278788e-15
1.32,0.006851073565614758,6.83397843315303e-15
1.33,0.00679775808814353,8.913188179690781e-15
1.34,0.006740643296143364,1.161046675648599e-14
1.35,0.006679832182824573,1.510509339500872e-14
1.36,0.006615433742136649,1.962701626231322e-14
1.37,0.006547562643516414,2.547078216720088e-14
1.38,0.006476338892027452,3.301318403430024e-14
1.39,0.006401887475299045,4.273558723652693e-14
1.4,0.006324337998716357,5.525213586673161e-14
1.41,0.006243824310349195,7.134533771160899e-14
