1,0.0126486759974327,1.344213284818835e-32
1.01,0.01280377495059808,1.802629484345197e-32
1.02,0.01295267778405489,2.415868678263854e-32
1.03,0.01309512528703282,3.235703674848355e-32
1.04,0.01323086748427329,4.331045308298507e-32
1.05,0.01335966436564914,5.793556916301649e-32
1.06,0.01348128659228672,7.745088678458856e-32
1.07,0.01359551617628705,1.034751530325291e-31
1.08,0.01370214713122951,1.381574554930844e-31
1.09,0.01380098609074333,1.843491504961277e-31
1.1,0.01389185289254861,2.458309283625703e-31
1.11,0.01397458112549871,3.276125029573397e-31
1.12,0.01404901863730004,4.363278963590351e-31
1.13,0.01411502800074123,5.807564724457756e-31
1.14,0.01417248693643265,7.725092760766823e-31
1.15,0.01422128869023588,1.026932535132727e-30
1.16,0.01426134236375299,1.364296263183674e-30
1.17,0.01429257319644326,1.8113569084391e-30
1.18,0.01431492279814199,2.403410421378562e-30
1.19,0.01432834933096912,3.186987896271032e-30
1.2,0.01433282763983436,4.223392595220377e-30
1.21,0.01432834933096912,5.593337949026499e-30
1.22,0.01431492279814199,7.403025274795485e-30
1.23,0.01429257319644326,9.792102932223242e-30
1.24,0.01426134236375299,1.294408254761768e-29
1.25,0.01422128869023588,1.709996193673037e-29
1.26,0.01417248693643265,2.257603030770149e-29
1.27,0.01411502800074123,2.978712453566772e-29
1.28,0.01404901863730004,3.927698553663201e-29
1.29,0.01397458112549871,5.175785652775701e-29
1.3,0.0138918528925486,6.816210311353081e-29
1.31,0.01380098609074333,8.970946102508096e-29
1.32,0.0137021471312295,1.179945854721855e-28
1.33,0.01359551617628705,1.551009565669133e-28
1.34,0.01348128659228672,2.037489782906404e-28
1.35,0.01335966436564913,2.674884098099064e-28
1.36,0.01323086748427329,3.50948236272749e-28
1.37,0.01309512528703282,4.601609122641068e-28
1.38,0.01295267778405489,6.0298283938081e-28
1.39,0.01280377495059808,7.896392831544399e-28
1.4,0.0126486759974327,1.033430094834853e-27
1.41,0.01248764862069838,1.351643093403492e-27
1.42,0.01232096823426972,1.766735438529431e-27
1.43,0.01214891718770102,2.307860623986798e-27
1.44,0.01197178397284577,3.012840913140899e-27
1.45,0.01178986242225516,3.930713488350882e-27
